transcript,domain,target name,E-value
TRINITY_DN151027_c6_g1_i1.p1,Peptidase family M28,Peptidase_M28,4.20E-14
TRINITY_DN151045_c2_g1_i1.p1,Elongation factor Tu GTP binding domain,GTP_EFTU,1.70E-54
TRINITY_DN151045_c2_g1_i1.p1,Elongation factor Tu C-terminal domain,GTP_EFTU_D3,3.50E-41
TRINITY_DN151045_c2_g1_i1.p1,Elongation factor Tu C-terminal domain,GTP_EFTU_D3,3.50E-41
TRINITY_DN151045_c2_g1_i1.p1,Elongation factor Tu domain 2,GTP_EFTU_D2,6.00E-14
TRINITY_DN151045_c2_g1_i1.p1,Elongation factor Tu domain 2,GTP_EFTU_D2,6.00E-14
TRINITY_DN151045_c2_g1_i1.p1,50S ribosome-binding GTPase,MMR_HSR1,4.40E-05
TRINITY_DN151045_c2_g1_i1.p1,Elongation factor Tu domain 4,GTP_EFTU_D4,0.00038
TRINITY_DN151045_c2_g1_i1.p1,Elongation factor Tu domain 4,GTP_EFTU_D4,0.00038
TRINITY_DN151045_c2_g1_i1.p1,Gtr1/RagA G protein conserved region,Gtr1_RagA,0.0015
TRINITY_DN151045_c2_g1_i1.p1,Dynamin family,Dynamin_N,0.014
TRINITY_DN151045_c2_g1_i1.p1,Dynamin family,Dynamin_N,0.014
TRINITY_DN151045_c2_g1_i1.p1,Dynamin family,Dynamin_N,0.014
TRINITY_DN165004_c4_g1_i1.p1,Ribonuclease T2 family,Ribonuclease_T2,2.70E-54
TRINITY_DN165004_c4_g1_i1.p2,Protein of unknown function (DUF4029),DUF4029,0.061
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF,2.60E-18
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF,2.60E-18
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF,2.60E-18
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF,2.60E-18
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF,2.60E-18
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF,2.60E-18
TRINITY_DN165091_c3_g1_i1.p1,Delta serrate ligand,DSL,3.20E-13
TRINITY_DN165091_c3_g1_i1.p1,Delta serrate ligand,DSL,3.20E-13
TRINITY_DN165091_c3_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,1.10E-08
TRINITY_DN165091_c3_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,1.10E-08
TRINITY_DN165091_c3_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,1.10E-08
TRINITY_DN165091_c3_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,1.10E-08
TRINITY_DN165091_c3_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,1.10E-08
TRINITY_DN165091_c3_g1_i1.p1,Human growth factor-like EGF,hEGF,1.20E-08
TRINITY_DN165091_c3_g1_i1.p1,Human growth factor-like EGF,hEGF,1.20E-08
TRINITY_DN165091_c3_g1_i1.p1,Human growth factor-like EGF,hEGF,1.20E-08
TRINITY_DN165091_c3_g1_i1.p1,Human growth factor-like EGF,hEGF,1.20E-08
TRINITY_DN165091_c3_g1_i1.p1,Human growth factor-like EGF,hEGF,1.20E-08
TRINITY_DN165091_c3_g1_i1.p1,Human growth factor-like EGF,hEGF,1.20E-08
TRINITY_DN165091_c3_g1_i1.p1,Human growth factor-like EGF,hEGF,1.20E-08
TRINITY_DN165091_c3_g1_i1.p1,TMEM154 protein family,TMEM154,4.70E-05
TRINITY_DN165091_c3_g1_i1.p1,TMEM154 protein family,TMEM154,4.70E-05
TRINITY_DN165091_c3_g1_i1.p1,EGF domain,EGF_3,8.50E-05
TRINITY_DN165091_c3_g1_i1.p1,EGF domain,EGF_3,8.50E-05
TRINITY_DN165091_c3_g1_i1.p1,EGF domain,EGF_3,8.50E-05
TRINITY_DN165091_c3_g1_i1.p1,EGF domain,EGF_3,8.50E-05
TRINITY_DN165091_c3_g1_i1.p1,EGF domain,EGF_3,8.50E-05
TRINITY_DN165091_c3_g1_i1.p1,Complement Clr-like EGF-like,cEGF,0.002
TRINITY_DN165091_c3_g1_i1.p1,Complement Clr-like EGF-like,cEGF,0.002
TRINITY_DN165091_c3_g1_i1.p1,Complement Clr-like EGF-like,cEGF,0.002
TRINITY_DN165091_c3_g1_i1.p1,Complement Clr-like EGF-like,cEGF,0.002
TRINITY_DN165091_c3_g1_i1.p1,Complement Clr-like EGF-like,cEGF,0.002
TRINITY_DN165091_c3_g1_i1.p1,Complement Clr-like EGF-like,cEGF,0.002
TRINITY_DN165091_c3_g1_i1.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.0034
TRINITY_DN165091_c3_g1_i1.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.0034
TRINITY_DN165091_c3_g1_i1.p1,Coagulation Factor Xa inhibitory site,FXa_inhibition,0.0086
TRINITY_DN165091_c3_g1_i1.p1,Coagulation Factor Xa inhibitory site,FXa_inhibition,0.0086
TRINITY_DN165091_c3_g1_i1.p1,Coagulation Factor Xa inhibitory site,FXa_inhibition,0.0086
TRINITY_DN165091_c3_g1_i1.p1,Coagulation Factor Xa inhibitory site,FXa_inhibition,0.0086
TRINITY_DN165091_c3_g1_i1.p1,Coagulation Factor Xa inhibitory site,FXa_inhibition,0.0086
TRINITY_DN165091_c3_g1_i1.p1,Coagulation Factor Xa inhibitory site,FXa_inhibition,0.0086
TRINITY_DN165091_c3_g1_i1.p1,Coagulation Factor Xa inhibitory site,FXa_inhibition,0.0086
TRINITY_DN165091_c3_g1_i1.p1,Orf78 (ac78),Orf78,0.023
TRINITY_DN165091_c3_g1_i1.p1,Aerotolerance regulator N-terminal,BatA,0.075
TRINITY_DN165091_c3_g1_i1.p1,Domain of unknown function (DUF4381),DUF4381,0.092
TRINITY_DN165091_c3_g1_i1.p1,Protein of unknown function (DUF2561),DUF2561,0.1
TRINITY_DN165091_c3_g1_i1.p1,Rifin,RIFIN,0.11
TRINITY_DN165091_c3_g1_i1.p1,Nucleoside transporter,Nucleoside_tran,0.15
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF_2,0.26
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF_2,0.26
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF_2,0.26
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF_2,0.26
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF_2,0.26
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF_2,0.26
TRINITY_DN165091_c3_g1_i1.p1,EGF-like domain,EGF_2,0.26
TRINITY_DN165067_c0_g1_i1.p1,Complement Clr-like EGF-like,cEGF,3
TRINITY_DN165067_c0_g1_i1.p1,Complement Clr-like EGF-like,cEGF,3
TRINITY_DN140642_c0_g1_i1.p1,von Willebrand factor type C domain,VWC,3.80E-06
TRINITY_DN140642_c0_g1_i1.p1,von Willebrand factor type C domain,VWC,3.80E-06
TRINITY_DN140642_c0_g1_i1.p1,von Willebrand factor type C domain,VWC,3.80E-06
TRINITY_DN166715_c6_g4_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,2.70E-15
TRINITY_DN166715_c6_g4_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,2.70E-15
TRINITY_DN166715_c6_g4_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,2.70E-15
TRINITY_DN166715_c6_g4_i1.p1,Phasin protein,Phasin_2,0.027
TRINITY_DN166715_c6_g4_i1.p1,Utp14 protein,Utp14,5.7
TRINITY_DN166715_c6_g4_i1.p5,Dyggve-Melchior-Clausen syndrome protein,Dymeclin,0.16
TRINITY_DN166715_c6_g4_i1.p5,Selenoprotein SelK_SelG,SelK_SelG,9.9
TRINITY_DN166783_c1_g1_i3.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,0.013
TRINITY_DN166783_c1_g1_i3.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,0.013
TRINITY_DN164058_c0_g4_i1.p1,Ependymin,Ependymin,2.50E-14
TRINITY_DN164058_c0_g4_i1.p1,Ependymin,Ependymin,2.50E-14
TRINITY_DN164009_c2_g3_i1.p1,C8 domain,C8,0.13
TRINITY_DN164009_c2_g3_i1.p1,C8 domain,C8,0.13
TRINITY_DN164009_c2_g3_i1.p1,Pleurocidin family,Antimicrobial12,0.19
TRINITY_DN159470_c1_g1_i3.p1,Kunitz/Bovine pancreatic trypsin inhibitor domain,Kunitz_BPTI,8.90E-76
TRINITY_DN159470_c1_g1_i3.p1,Kunitz/Bovine pancreatic trypsin inhibitor domain,Kunitz_BPTI,8.90E-76
TRINITY_DN159470_c1_g1_i3.p1,Kunitz/Bovine pancreatic trypsin inhibitor domain,Kunitz_BPTI,8.90E-76
TRINITY_DN159470_c1_g1_i3.p1,Kunitz/Bovine pancreatic trypsin inhibitor domain,Kunitz_BPTI,8.90E-76
TRINITY_DN159470_c1_g1_i3.p1,WW domain,WW,0.73
TRINITY_DN159470_c1_g1_i3.p1,WW domain,WW,0.73
TRINITY_DN159470_c1_g1_i3.p1,WW domain,WW,0.73
TRINITY_DN159470_c1_g1_i3.p1,WW domain,WW,0.73
TRINITY_DN159470_c1_g1_i3.p1,zinc RING finger of MSL2,zf-RING_10,3.2
TRINITY_DN159470_c1_g1_i3.p1,zinc RING finger of MSL2,zf-RING_10,3.2
TRINITY_DN159470_c1_g1_i3.p1,zinc RING finger of MSL2,zf-RING_10,3.2
TRINITY_DN159470_c1_g1_i3.p1,zinc RING finger of MSL2,zf-RING_10,3.2
TRINITY_DN143193_c0_g1_i1.p1,EF-hand domain pair,EF-hand_7,2.70E-05
TRINITY_DN143193_c0_g1_i1.p1,EF-hand domain pair,EF-hand_7,2.70E-05
TRINITY_DN143193_c0_g1_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,0.00062
TRINITY_DN143193_c0_g1_i1.p1,EF-hand domain,EF-hand_6,0.002
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_1,3.20E-26
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_1,3.20E-26
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_1,3.20E-26
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_1,3.20E-26
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain pair,EF-hand_7,7.10E-26
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain pair,EF-hand_7,7.10E-26
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain,EF-hand_6,4.10E-20
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain,EF-hand_6,4.10E-20
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain,EF-hand_6,4.10E-20
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain,EF-hand_6,4.10E-20
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain pair,EF-hand_8,3.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain pair,EF-hand_8,3.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain pair,EF-hand_8,3.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain pair,EF-hand_8,3.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_5,6.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_5,6.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_5,6.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_5,6.50E-19
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_5,6.50E-19
TRINITY_DN157818_c2_g2_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,4.00E-09
TRINITY_DN157818_c2_g2_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,4.00E-09
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_10,9.30E-05
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_10,9.30E-05
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_10,9.30E-05
TRINITY_DN157818_c2_g2_i1.p1,EF hand,EF-hand_10,9.30E-05
TRINITY_DN157818_c2_g2_i1.p1,S-100/ICaBP type calcium binding domain,S_100,0.0063
TRINITY_DN157818_c2_g2_i1.p1,S-100/ICaBP type calcium binding domain,S_100,0.0063
TRINITY_DN157818_c2_g2_i1.p1,YebG protein,YebG,0.03
TRINITY_DN157818_c2_g2_i1.p1,YebG protein,YebG,0.03
TRINITY_DN157818_c2_g2_i1.p1,YebG protein,YebG,0.03
TRINITY_DN157818_c2_g2_i1.p1,Pseudomurein-binding repeat,PMBR,0.067
TRINITY_DN157818_c2_g2_i1.p1,Pseudomurein-binding repeat,PMBR,0.067
TRINITY_DN157818_c2_g2_i1.p1,Pseudomurein-binding repeat,PMBR,0.067
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain,EF-hand_11,0.078
TRINITY_DN157818_c2_g2_i1.p1,EF-hand domain,EF-hand_11,0.078
TRINITY_DN157818_c2_g2_i1.p1,gag-polypeptide of LTR copia-type,Retrotran_gag_2,0.14
TRINITY_DN154588_c1_g3_i2.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,0.091
TRINITY_DN154588_c1_g3_i2.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,0.091
TRINITY_DN154588_c1_g3_i2.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,0.091
TRINITY_DN154534_c0_g1_i1.p1,Lipocalin / cytosolic fatty-acid binding protein family,Lipocalin_7,5.80E-08
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_1,4.70E-43
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_1,4.70E-43
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_1,4.70E-43
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_1,4.70E-43
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain pair,EF-hand_7,4.10E-36
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain pair,EF-hand_7,4.10E-36
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain pair,EF-hand_8,9.50E-34
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain pair,EF-hand_8,9.50E-34
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain pair,EF-hand_8,9.50E-34
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain pair,EF-hand_8,9.50E-34
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_6,1.10E-30
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_6,1.10E-30
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_6,1.10E-30
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_6,1.10E-30
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_5,2.40E-28
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_5,2.40E-28
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_5,2.40E-28
TRINITY_DN165418_c2_g7_i1.p1,EF hand,EF-hand_5,2.40E-28
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_9,7.40E-16
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_9,7.40E-16
TRINITY_DN165418_c2_g7_i1.p1,Cytoskeletal-regulatory complex EF hand,EF-hand_4,1.70E-10
TRINITY_DN165418_c2_g7_i1.p1,Cytoskeletal-regulatory complex EF hand,EF-hand_4,1.70E-10
TRINITY_DN165418_c2_g7_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,6.10E-08
TRINITY_DN165418_c2_g7_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,6.10E-08
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_11,1.20E-06
TRINITY_DN165418_c2_g7_i1.p1,EF-hand domain,EF-hand_11,1.20E-06
TRINITY_DN165418_c2_g7_i1.p1,Uncharacterised protein family (UPF0154),UPF0154,1.30E-05
TRINITY_DN165418_c2_g7_i1.p1,Uncharacterised protein family (UPF0154),UPF0154,1.30E-05
TRINITY_DN165418_c2_g7_i1.p1,Uncharacterised protein family (UPF0154),UPF0154,1.30E-05
TRINITY_DN165418_c2_g7_i1.p1,Ca2+ insensitive EF hand,EFhand_Ca_insen,6.80E-05
TRINITY_DN165418_c2_g7_i1.p1,Ca2+ insensitive EF hand,EFhand_Ca_insen,6.80E-05
TRINITY_DN165418_c2_g7_i1.p1,Repeat of unknown function (DUF1103),DUF1103,0.00046
TRINITY_DN165418_c2_g7_i1.p1,Protein of unknown function (DUF3349),DUF3349,0.0013
TRINITY_DN165418_c2_g7_i1.p1,Protein of unknown function (DUF3349),DUF3349,0.0013
TRINITY_DN165418_c2_g7_i1.p1,Protein of unknown function (DUF3349),DUF3349,0.0013
TRINITY_DN165418_c2_g7_i1.p1,Caleosin related protein,Caleosin,0.0013
TRINITY_DN165418_c2_g7_i1.p1,Caleosin related protein,Caleosin,0.0013
TRINITY_DN165418_c2_g7_i1.p1,Caleosin related protein,Caleosin,0.0013
TRINITY_DN165418_c2_g7_i1.p1,Caleosin related protein,Caleosin,0.0013
TRINITY_DN165418_c2_g7_i1.p1,RNA polymerase Rpb4,RNA_pol_Rpb4,0.0026
TRINITY_DN165418_c2_g7_i1.p1,RNA polymerase Rpb4,RNA_pol_Rpb4,0.0026
TRINITY_DN165418_c2_g7_i1.p1,Protein of unknown function (DUF4497),DUF4497,0.0026
TRINITY_DN165418_c2_g7_i1.p1,Protein of unknown function (DUF4497),DUF4497,0.0026
TRINITY_DN165418_c2_g7_i1.p1,Tellurite resistance protein TerB,TerB,0.0037
TRINITY_DN165418_c2_g7_i1.p1,Tellurite resistance protein TerB,TerB,0.0037
TRINITY_DN165418_c2_g7_i1.p1,"Voltage-dependent L-type calcium channel, IQ-associated",GPHH,0.0051
TRINITY_DN165418_c2_g7_i1.p1,"Voltage-dependent L-type calcium channel, IQ-associated",GPHH,0.0051
TRINITY_DN165418_c2_g7_i1.p1,"Voltage-dependent L-type calcium channel, IQ-associated",GPHH,0.0051
TRINITY_DN165418_c2_g7_i1.p1,"Voltage-dependent L-type calcium channel, IQ-associated",GPHH,0.0051
TRINITY_DN165418_c2_g7_i1.p1,Polysaccharide biosynthesis/export protein,Poly_export,0.012
TRINITY_DN165418_c2_g7_i1.p1,Polysaccharide biosynthesis/export protein,Poly_export,0.012
TRINITY_DN165418_c2_g7_i1.p1,Polysaccharide biosynthesis/export protein,Poly_export,0.012
TRINITY_DN165418_c2_g7_i1.p1,SurA N-terminal domain,SurA_N_2,0.014
TRINITY_DN165418_c2_g7_i1.p1,SurA N-terminal domain,SurA_N_2,0.014
TRINITY_DN165418_c2_g7_i1.p1,"Transcription factor MotA, activation domain",MotA_activ,0.02
TRINITY_DN165418_c2_g7_i1.p1,"Transcription factor MotA, activation domain",MotA_activ,0.02
TRINITY_DN165418_c2_g7_i1.p1,Cache domain,dCache_2,0.024
TRINITY_DN165418_c2_g7_i1.p1,Cache domain,dCache_2,0.024
TRINITY_DN165418_c2_g7_i1.p1,Uncharacterized conserved protein (DUF2267),DUF2267,0.033
TRINITY_DN165418_c2_g7_i1.p1,"Iron only hydrogenase large subunit, C-terminal domain",Fe_hyd_lg_C,0.042
TRINITY_DN165418_c2_g7_i1.p1,Stage III sporulation protein AB (spore_III_AB),Spore_III_AB,0.089
TRINITY_DN165418_c2_g7_i1.p1,"RuvA, C-terminal domain",RuvA_C,0.13
TRINITY_DN165418_c2_g7_i1.p1,"RuvA, C-terminal domain",RuvA_C,0.13
TRINITY_DN165418_c2_g7_i1.p1,"RuvA, C-terminal domain",RuvA_C,0.13
TRINITY_DN165418_c2_g7_i1.p1,"Saposin-like type B, region 1",SapB_1,0.25
TRINITY_DN165418_c2_g7_i1.p1,"Saposin-like type B, region 1",SapB_1,0.25
TRINITY_DN165418_c2_g7_i1.p1,"Saposin-like type B, region 1",SapB_1,0.25
TRINITY_DN165418_c2_g7_i1.p1,"Saposin-like type B, region 1",SapB_1,0.25
TRINITY_DN165418_c2_g7_i1.p1,Carboxymuconolactone decarboxylase family,CMD,0.32
TRINITY_DN165418_c2_g7_i1.p1,Carboxymuconolactone decarboxylase family,CMD,0.32
TRINITY_DN165418_c2_g7_i1.p1,Carboxymuconolactone decarboxylase family,CMD,0.32
TRINITY_DN165418_c2_g7_i1.p2,Immunoglobulin C1-set domain,C1-set,0.15
TRINITY_DN152377_c0_g1_i4.p1,Galactose binding lectin domain,Gal_Lectin,1.60E-18
TRINITY_DN165650_c3_g7_i1.p1,Galactose binding lectin domain,Gal_Lectin,0.02
TRINITY_DN165650_c3_g7_i1.p1,Galactose binding lectin domain,Gal_Lectin,0.02
